Title,Title_URL,Company_name,Location,css1ihavw2,metadata_divcontainsclass_css1ihavw2,Description,Description1,Description2,date,Location3,more_loc_URL,more_loc,Title1,Title_URL1,Titl1,Location1,css1ihav1,metadata_divcontainsclass_css1ihav1,Description3,Descriptio1,date1,more_loc_URL1,more_loc1,Locatio1,Description4
Data Scientist,https://www.indeed.com/company/Cognize-tech-solutions/jobs/Data-Scientist-19c0f904e582d0c7?fccid=f4398aa555827ed9&vjs=3,COGNIZE TECH SOLUTIONS,Remote,"$65,000 - $80,000 a year","Full-time
+1"," Using tools such as Tableau, Looker and GoogleData Studio to aggregate data from across our software tools to build and develop dashboards for both client…",data,,"Employer
Active 3 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=302c2cb445356d22&fccid=be3b11aa573faee7&vjs=3,CVS Health,"New York, NY 10013 
(SoHo area)","$80,500 - $170,000 a year",Full-time,"Develops data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs.",data,,"Posted
Posted 2 days ago",(SoHo area),https://www.indeed.com/addlLoc/redirect?tk=1hdd35k5gi47d801&jk=302c2cb445356d22&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_5_cIVqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
Data Scientist/Quantitative Analyst,https://www.indeed.com/rc/clk?jk=5b1df7374a0aa25d&fccid=e1c9c509af506a08&vjs=3,Federal Reserve Bank of Minneapolis,"Hybrid remote in Minneapolis, MN 55401",Full-time,Full-time,"Bachelor's degree in quantitative subject such as computer science, statistics, mathematics, physics, engineering, or degree in another subject such as finance,…",,,"Posted
Posted 11 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=384184835f4a8f66&fccid=bb307ecf9644ad08&vjs=3,Phantom,"Remote in New York, NY","$140,000 - $220,000 a year",Flextime,Empower the company with data - Generate and communicate data-driven insights to influence product and business decisions.,data,,"Posted
Posted 9 days ago",,,,,,,,,,,,,,,,
"Data Scientist V Data Science (100% remote from CA, GA, HI, CO, VA, MD, DC, OR, WA states)",https://www.indeed.com/rc/clk?jk=46a6a9e008511364&fccid=48ecd526e3aa3225&vjs=3,Kaiser Permanente,"Remote in Downey, CA","$155,000 - $200,640 a year",Full-time,Conducts or oversees business-specific projects by applying deep expertise in subject area; promoting adherence to all procedures and policies; developing work…,,,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35k5gi47d801&jk=46a6a9e008511364&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_2TKoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 3 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=fc5eb93cd2d0e086&fccid=430345d982138f73&vjs=3,HCSC,"Hybrid remote in Chicago, IL",Full-time,Full-time,Experience in at least four of the following six areas: 1) data analysis and relational-style query languages; 2) machine learning and/or statistical modeling;…,data,,"Posted
Posted 6 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35k5gi47d801&jk=fc5eb93cd2d0e086&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-wyDyqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 3 available locations,,,,,,,,,,,,,
Associate Data Scientist,https://www.indeed.com/rc/clk?jk=24c5d44852b4578b&fccid=c4bc23324dcf8d3c&vjs=3,Anheuser-Busch,"St. Louis, MO","$74,400 - $88,350 a year",Full-time,"1+ years of real-world experience as a data scientist, mathematician, or operations specialist applying optimization techniques, statistical/econometric and/or…",data,,"Posted
Posted 5 days ago",,,,,,,,,,,,,,,,
Principal Data Scientist,https://www.indeed.com/rc/clk?jk=0a73fced6e3e4d71&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"Hybrid remote in Redmond, WA 98052","$133,600 - $256,800 a year",Full-time,"Partner with PM, engineering, research and other data scientists to formulate data-driven answers to business and decision-making problems, applying a wide…",data,,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35k5gi47d801&jk=0a73fced6e3e4d71&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-pIaoQIAoJbm9ybXRpdGxlGhNwcmluY2lwYWwgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=74ebb68410b35cc9&fccid=74540dcd08f53d72&vjs=3,UCLA Health,"Los Angeles, CA 90095",$26.20 - $51.39 an hour,,Knowledge and deployment of advanced statistical and machine learning concepts used in big data analysis.,data,Experience in working with high-performance computing…,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
Applied Research Mathematician/ Mathematical Statistician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtOHGk5utQAbhlcSYjmxeK_H4ERVvxIPtHkE9zWaQvmAC-NE9HRKwI58atZmJrUp4jvS88Xb03eYvXFmYqoJtOazozh1wXSFRmw4eF8FyqmcJe7HZnXaEt7a_xBNh65TWQ8cbVMU7Wn-HDVViMHZcBT78iy_ZTIkhv10XyZhEkrMSo9KbQeWVyCs1pp2X6dDQqvgTSuvK6yjhac_liJ28RE-h3XwUJWYGMRQb3TdnfGXvPGnVi6z0Ui8xNw77y2SZMG6Je8Nxgjs9aW5Y6mUiFOHm1xqILEubQJMfFRJvRtDWdnFE5QAq_eeB53lWw-SPVfPJAyQu3h78XtSyXR4SpzCRlMrb-CPSCOE1Tsx6oHv3HDqbI3sX_97M-ZgH2CFcepUHxEGivWsArn2iPj-1RQaYE1szS_BP04p_hv936QeZuMuz2HzqEpBK0kqes3OKE8R2OsihZLjrPLPOwbASbbsxI5syAYqY9U4ixWB9RttvazIEKoX3lTnhoNzvGACqx2YeJXgYGwqKBXWdwxPnp2ntKjb0CSTyh5fb3nP54d97nOu_iG4L0yYh-I8cU_Q3qEALdZRORpJa&xkcb=SoCC-_M3JtOY-IRJt50LbzkdCdPP&p=0&fvj=0&vjs=3,National Security Agency,"Fort Meade, MD","$81,233 - $142,341 a year","Monday to Friday
+2","A wide range of technical expertise finds a natural fit at NSA including, but not limited to, fields of algebra, combinatorics, Fourier analysis, operations…",,,"Posted
Posted 28 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtGlr3wcSMURH9oqKq1q2FCfUEVrCkUcUvYkaqaQqQ4KG5_TQBvz1oR33pkfr9ubYgwx2u-0l-BfYDz--nCzoVP35cPIFb5Il-B9gGtxFg2TyV0MhE6nOlpKWA_MRBLkeTTxxA_EuPcIPeirBpjuClzRQXVmWUMz9-88c8jgJOxXB7Jl5TodpE_NyzIZcCZHk-HDp-vSnxfW2xMBkdpwkzJu6KrxvTL63vSzoYFmLPTaSSfkVBoOxKavObhGKFPqKUZokPBrBjF6MV_PfRZXzcz7mzIqICwEx160x3A_Iex5pfzFczxp4Q4DzeQfkPZ9RtV-9UQczNAaIFXvVM70VYAt0VFLuchGs7p9mDCHTU1r7j3smZKW4NKDt7Vj5xB2CZ9HZYFZpuyodvZ0-tJegXudd3mhIW64c4-WcQqhWmTNiWPDiF4wXQ8GS3M-iGnol-ACp80GgPuk16kL4dhpllRZG7OJOqeT7LCeEeC5LJxDHAupXfrqUbGZEOwGZO9X6tfKn_HeQmzRDpvZrg91o8DKKxHn1mekXZFHUx9fZHPpN_lro689-5ok=&xkcb=SoA2-_M3JtOY-IRJt50KbzkdCdPP&p=1&fvj=0&vjs=3,National Security Agency,"Fort Meade, MD","$81,233 - $183,500 a year",Full-time,"Relevant experience must be in one or more of the following (for Entry level) but in two or more for Full Performance, Senior, and Expert levels: designing…",,,"Posted
Posted 21 days ago",,,,,,,,,,,,,,,,
Lead Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cj-KmZPsf9w80C8b1WzNVrlanjD2SXJjxuCbUWHsXPZkFBy4Qr63BQKSyytxWB3SgLm-f0nIvEw1WHNc8pJffuu7UFqUfiETsyrpSNbs-G1mW8HQdUS02o1vSsV1T29ezpc7JQQ9W_096tXWKfLtqsRBEJyDD5OSIygSVBxMYsFywxcii5Vc1jCAWhDyunR8HKDwTrUR32jxzZsbruVwwTvck5viiIK1KAy2_q8iUePqhhrwaNyN2DBLTy_NUzeonapeAKQi8bV_wIeVLN8qac2OSw_9W9Ppa-o50rEnFOwtPGkv8Kjh4D82oNAaW9zLDqivxeNmcvQjsn9aELqg809s1xlFTpH8fnbHJUoPki28EBPYbFJf1ovjhMeJ8CJzWTBOwkz60dqTjAgX5zsjYGbkkcd_vTI5_59HzOYiJL6UupyxeEvPvpGsT1DbL_YzQEHEp3SAYrWekjd0JuR_qBfJn2SHmgSUUtdSN48_Dxsy1e3PJ6742GoyCFW3P9izUYJwxH4C_RjyilPFThy8MmNzAKqcpsOCeV23jMTq4e7S9QVUkM4q6wQ27lQ79ZZUWaG3Dzam6wp_6IKEPMoXIgkpmeoZO7e1-OwJrhxiFVDXkF9YV41FPpC2ptu4Gqk3-cZ1dpzXewOtSthlKlsHM_sQ_ycWhDs3kx0fOaPFfHMyV6JWfD-nCluXPafeMS6gHS36fCAhO3497nFRWb6nWTUU4EGg93pve-hdX7bv__-dmiqxb2PLGpTw5RGBLXaNk9od3owKKGDmmvaIYzhVOojI7h1Nw5mZ42VkyQ3Pe053qfngfMJkH5gu89FCvLSQH34ffXkHHeJ7bLumShgIMnhJNXsCygbeaGZpFde8npWEgqoiPrSsQXNsOqfxQ9ZdKNjKz-LpuQ3LRzau0zF9aQdR30G2FcviMM_GTAjgcTPPXJSbLieCUXk1TWF9rNNJiDzyFZVcObvSQoGfsANhsI4-FbIIKA6Gxr8FMiCHFMlXsJpds0ncMzkQjnsd4w2ilHDl8uuBlccn2o-8qmf_7IoYzyX_6tIDk7LNwTHJIEyVQ0hbsLj9ITnjX0PHkA3-HCkscApTWdEcuu1b92dXUwwDz5t0JXiRXW0pmdqNRlKMgjA9jmchGarbWJQvr4h6WgpMKV9h3vU7rPrwhQ_blT9d4Ml7y0vlW3yYqFI9L8bvhIjnDN1WiL864hhZ-DXdCRphrdbyX9hqQAmQnTFT-tD8BIK8n6V54b6Sw6TuLhu3hXqXA4qwm3&xkcb=SoCr-_M3JtOY-IRJt50JbzkdCdPP&p=2&fvj=0&vjs=3,Comcast,"Philadelphia, PA 19148 
(Stadium District area)",Full-time,Full-time,The Data Science team builds the end-to-end systems and tools that democratizes machine learning to meet the needs of business by partnering with key internal…,Data,,"Posted
Posted 30+ days ago",(Stadium District area),,,,,,,,,,,,,,,
Senior Predictive Modeler,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2pP6k9OuB9dVVqjF_PdujusYNLdeVulQvAlytZ7WHPLDUR8wUESqpcdgIq0kFHzHwAmhYBtIxYfzjD7L6Edx9ayLlFNoeQY5NHi5n9DqYViHfYFh1me92fmGT3A0fx0tvZvFbukpezZHVEsjCXUavn0wq9_zWiOvv1ODTalxjQ0BhS756ICL32S5jnHFbaUrP42hsbVRxIOis7s07Tr3JM2xdCePeN9EqpzBD-Vi6CPkQqj2M0vvNWsCsJT5Xkde_K3YXxKUI6nYhZC0g_Dv1ogyRUuBXFjsv5DxZ0xVPMYiMu1F42nZHMuLvQBPlDy4OVjW34m6YThXwZZdGyiJOlwHq5AIOe78tlCZ9vWIYKBBaXHKsjvQG8JpZhfSiwVjQPN3_bidXbSS9dMkcLC5Gks50yd7-cOo4pbYaBAr4RVLKcDrVAKjUPG77mQw_lB4a5IuP2oY67NTeq57bpYsTOXWYKlEkRYA5weVLUqwXz2MsJEIkJXar2RMkWZYKzBh3KEYZPArScrioLIFQFN0hL8YwnIBkHTNPIje71QoZbUUrOU4QWehjz0eNpxPfbAlFVoEb7yXQ_t-DojhTi2kadW1bvqZilsqTBy_1hFopsQ==&xkcb=SoAf-_M3JtOY-IRJt50IbzkdCdPP&p=3&fvj=1&vjs=3,Sitewise Analytics,"Dallas, TX","From $90,000 a year",Full-time,"Using a dynamic mix of machine learning approaches blended with classical statistical techniques and spatial analytics, the members of the team develop…",,,"Employer
Active 3 days ago",,,,,,,,,,,,,,,,
AI Developer - Contractor,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DY0o1vBkDF7ijZdphmN8ZpJjzNfoJ8hIIfocg_Q3_4rrU9MZaBYUA8inFsKV3suctbWkEVESkYcNgP7wRdHhF7Bq29ekffgM_hjURF1_Sv1RpsQIkEkeWDWLoEjO-_N-LrOTZHE_I2WrnlUvus4pSU6jSPzJ9CZMa7zMGWPwY1MMl21SPcmZNdAiLBKBSopf1zcoe9EzG6iYG_VybrJDcq7Q7394HSWn9pf2Z0TwpWhKpgFNmcexBxJBgv5BiR3fno-Fiy4_Y-Tc_gZWGfu4fpK15H7Gf-uH7GsiS25i9Gabk49vsg9kMyC0M-7cATxsAzs4XyUJS0UN1GQbBTbZU6N81Rjos-uFp8gqntJgwNdLyXFX_aEZT96z7tQY5vcFmqiTULKPfgt02POuWCvTwc2dHLFOKQLKjHk1fgrqa_t2yt9DOJw7c1L6MXli87k4M9uNcN3yawhTdAwKi0-x-k8yWKBGLAYHi3PfjavNEIrIs5VsfLN9IzGm5wLffX2IenGuSG7igfMuxHDCIPhI-nj77tr89ce1aXLn5kN2cEVUFimhbf3Uq9Ot7oVEkSPkLhvzxn80Q72BvVRUGFkelnHLvr1K7M6tGdfR0b9PLU8B5c4_r11syXfAQcJPMDY9Fh7aw5FknBIZrVTD7wywAd5wJiGM-XBDQ_VoCRmUB4nk3YtwZEucsynaqrZQwtOtcqswjQ43c1pgRH8z2uccoxZzfhq6LqpHWjgTLBaVpihRJHLSn2kFxtyjoaWM3we7e5I6mM4n6WiXD6huYflWyx&xkcb=SoCR-_M3JtOY-IRJt50PbzkdCdPP&p=4&fvj=0&vjs=3,EY,"North Palm Beach, FL",$100 - $130 an hour,Full-time,"Data Preprocessing: Collect, clean, and preprocess data for training and testing machine learning models.",data,Model Training: Train and fine-tune machine learning…,"Posted
Posted 4 days ago",,,,,,,,,,,,,,,,
Entry Level - Associate Data Scientist - Commercial,https://www.indeed.com/rc/clk?jk=10a0d9d6df49cc76&fccid=de71a49b535e21cb&vjs=3,IBM,"Atlanta, GA 30301 
(Buckhead area)","$93,000 - $121,000 a year",Full-time,"You’ll use a variety of data (structured, unstructured, IoT streaming), analytics, AI tools, and programming languages often using a cloud infrastructure to…",data,,"Posted
Posted 30+ days ago",(Buckhead area),https://www.indeed.com/addlLoc/redirect?tk=1hdd35otnk7au800&jk=10a0d9d6df49cc76&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_oO6oQJwoJbm9ybXRpdGxlGhplbnRyeSBsZXZlbCBkYXRhIHNjaWVudGlzdA%253D%253D,View all 2 available locations,,,,,,,,,,,,,
"Data Scientist, Creators",https://www.indeed.com/rc/clk?jk=2824c5aedfa6e2ae&fccid=7095ffd299c81ef3&vjs=3,Notion,"New York, NY","$160,000 - $215,000 a year",,"You'll partner closely with a product, engineering, and marketing pillar at every step of the development process, driving forward data science and analytics…",data,,"Posted
Posted 24 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35otnk7au800&jk=2824c5aedfa6e2ae&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-8w8czqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
2024 University Graduate - Data Scientist,https://www.indeed.com/rc/clk?jk=09fa128742fe72f7&fccid=f89deb5a97c7738a&vjs=3,Adobe,"Seattle, WA 98103 
(Fremont area)","$82,600 - $153,100 a year",Full-time,"Your primary focus will be to develop and maintain a robust data architecture to advance our reporting, analytics, and experimentation capabilities, and on a…",data,,"Posted
Posted 30+ days ago",(Fremont area),https://www.indeed.com/addlLoc/redirect?tk=1hdd35otnk7au800&jk=09fa128742fe72f7&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ZkguqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 5 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=2b9e92179d9761df&fccid=ef4be98af276034b&vjs=3,Kraft Heinz Company,"Hybrid remote in Chicago, IL",,,You are proficient in machine learning to deliver clustering- time series- classification- regression- anomaly detection- simulation- and optimization queries.,,,"Posted
Posted 30+ days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35otnk7au800&jk=2b9e92179d9761df&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ghZ4aqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
"Data Scientist, Remote Sensing",https://www.indeed.com/rc/clk?jk=bff93011e3369d49&fccid=e08122e0e993cc32&vjs=3,Bayer,Remote,"$126,497 - $202,812 a year",Full-time,"Comprehensive health benefits including medical, dental, vision, life, and disability, as well as a Life Solutions Plan covering mental health benefits.",,,"Posted
Posted 2 days ago",Remote,https://www.indeed.com/addlLoc/redirect?tk=1hdd35otnk7au800&jk=bff93011e3369d49&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_DSaoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 11 available locations,,,,,,,,,,,,,
Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=5ea44f656f2bf465&fccid=1f46884a3fc52544&vjs=3,Kyla,"Remote in San Jose, CA",Full-time,Full-time,"— Collaborate with data scientists, medical doctors, nurses and software engineers.",data,— Intermediate or higher English level — you will have to read a lot of…,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
DATA SCIENTIST,https://www.indeed.com/rc/clk?jk=190a082079ea8382&fccid=3e901f592b439cea&vjs=3,Centers for Disease Control and Prevention,"Atlanta, GA","$69,107 - $177,978 a year",Full-time,"As a DATA SCIENTIST, you will: Consult and collaborate with statistical, data science, artificial intelligence and public health professionals in the collection…",DATA,,"Posted
Posted 17 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35otnk7au800&jk=190a082079ea8382&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_PwQGqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 2 available locations,,,,,,,,,,,,,
College Graduate - Data Science (BS/MS),https://www.indeed.com/rc/clk?jk=3c21a0e654ace006&fccid=936367796261bd6e&vjs=3,INTEL,"Santa Clara, CA","$105,930 - $158,890 a year",Full-time,"It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation.",,,"Posted
Posted 30+ days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35otnk7au800&jk=3c21a0e654ace006&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_7Y6oQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 20 available locations,,,,,,,,,,,,,
"Data Scientist, Model e",https://www.indeed.com/rc/clk?jk=44883a2af6aab52e&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,"Remote in Detroit, MI 48216",Full-time,Full-time,"3+ years of experience, with specific focus on data science and machine learning.",data,3+ years of SQL experience for data manipulation/data engineering.,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
"Decision Scientist, Locations",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A3euUoOlcFOg58Q6nmuUh0Lnp17JpRiT8Tdiqcy7-gI7p08M3fEFGBh_VX8po1S8379XuDb0hU4UL44HwgrCcwtt8drpcwAFx5VKeLVORrxbDZzqmfqr-_UNfwJee8Aql_sni2zee_jWGZzuiUVyWDaJolubtVl1CSQ753E2Tw5bGh9KGGSHJWrqEuB6PIKxZwfib6EoAWGNNxF3SbQHI_6xXdxWB5F5YfYPSo4f0a_TmM_zecT8fy2MwrHlAD8tmqNOr1DrlrxLM9F9EZYgMo6bCLSH98DtGxbz22SJMGA8gOUgDUQP3UlHqQr2gkWbL2ZphJeiJpBhMObM2dAdJZpox_DQ4v5ACjfKp7H1SqME2-91WO2VUFhwbKaeQv__Cr3XxEUN07cikLWLmKaXqbggrkmrlPiYz262YG7b_BSU3mVVcFrbKDEHrUoGQTt_gBBuvOrcwlYO1JC9hatBi3s45xymGSLd8XoYgM6RA16NlNIz_IXa4hx5BxEvTdKrNeyVz2Ox9fM_MgG7dyipduadrF-qoYx_f47C6uSJdt1RygikYhg3Dp8UNHFa90fSpA6GATAyisDKY4Z0eZpD_RfOUHen3n4vDIxawB5EeMtQ==&xkcb=SoDf-_M3JtOY-IRJt50FbzkdCdPP&p=14&fvj=0&vjs=3,Best Buy,"Richfield, MN 55423",Full-time,Full-time,"Lead research and analytics to develop insights on market optimization, growth opportunity, penetration assessment and new concept sizing.",,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=f420fd336c4b892f&fccid=90364bdd6d185b45&vjs=3,ClimateAI,Remote,,,Background in data analysis and machine learning (NNs and decision-tree based regression and classification).,data,Experience working with large data sets.,"Posted
Posted 16 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=302c2cb445356d22&fccid=be3b11aa573faee7&vjs=3,CVS Health,"New York, NY 10013 
(SoHo area)","$80,500 - $170,000 a year",Full-time,"Develops data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs.",data,,"Posted
Posted 2 days ago",(SoHo area),https://www.indeed.com/addlLoc/redirect?tk=1hdd35t4lk7au800&jk=302c2cb445356d22&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_5_cIVqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=3876c440eeabc650&fccid=bb0aec68dcf6568e&vjs=3,Kickstarter.com,Remote,"$110,000 - $130,000 a year",,You have 2-5 years of professional experience in data analytics for a technical product.,data,Democratizing data access across the organization and providing tools…,"Posted
Posted 13 days ago",Remote,,,,,,,,,,,,,,,
"Data Scientist, Product Analytics",https://www.indeed.com/rc/clk?jk=1bc02d5e0d734e73&fccid=ba07516c418dda52&vjs=3,Facebook App,"San Francisco, CA","$109,000 - $166,000 a year",,"Communication and influence: You won’t simply present data, but tell data-driven stories.",data,A minimum of 2 years of work experience in analytics (minimum of 1…,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35t4lk7au800&jk=1bc02d5e0d734e73&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_iork5qhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 30 available locations,,,,,,,,,,,,,
Data Scientist/Quantitative Analyst,https://www.indeed.com/rc/clk?jk=5b1df7374a0aa25d&fccid=e1c9c509af506a08&vjs=3,Federal Reserve Bank of Minneapolis,"Hybrid remote in Minneapolis, MN 55401",Full-time,Full-time,"Bachelor's degree in quantitative subject such as computer science, statistics, mathematics, physics, engineering, or degree in another subject such as finance,…",,,"Posted
Posted 11 days ago",,,,,,,,,,,,,,,,
Machine Learning Data Scientist - Inventory Algorithms,https://www.indeed.com/rc/clk?jk=624765d7faf16bfe&fccid=1c70eede37c5caee&vjs=3,Stitch Fix,Remote,"$160,000 - $194,000 a year",,This link leads to the machine readable files that are made available in response to the federal Transparency in Coverage Rule and includes negotiated service…,,,"Posted
Posted 30+ days ago",Remote,https://www.indeed.com/addlLoc/redirect?tk=1hdd35t4lk7au800&jk=624765d7faf16bfe&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_VicQHqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
Principal Data Scientist,https://www.indeed.com/rc/clk?jk=0a73fced6e3e4d71&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"Hybrid remote in Redmond, WA 98052","$133,600 - $256,800 a year",Full-time,"Partner with PM, engineering, research and other data scientists to formulate data-driven answers to business and decision-making problems, applying a wide…",data,,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35t4lk7au800&jk=0a73fced6e3e4d71&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-pIaoQIAoJbm9ybXRpdGxlGhNwcmluY2lwYWwgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
"Data Scientist V Data Science (100% remote from CA, GA, HI, CO, VA, MD, DC, OR, WA states)",https://www.indeed.com/rc/clk?jk=46a6a9e008511364&fccid=48ecd526e3aa3225&vjs=3,Kaiser Permanente,"Remote in Downey, CA","$155,000 - $200,640 a year",Full-time,Conducts or oversees business-specific projects by applying deep expertise in subject area; promoting adherence to all procedures and policies; developing work…,,,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35t4lk7au800&jk=46a6a9e008511364&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_2TKoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 3 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=092e58153dc6e1c1&fccid=6f31e2074a3d8a7b&vjs=3,Northwell Health,"Lake Success, NY 11020","$75,020 - $126,250 a year",Full-time,"Minimum of two (2) years of post-graduate training or experience involving quantitative data analysis, required and working with clinical data, data science,…",data,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=ab50cfa59689a924&fccid=dd616958bd9ddc12&vjs=3,,"Pasadena, CA","$72,000 - $132,000 a year",Full-time,"Knowledge and deployment of advanced statistical and machine learning concepts used in big data analysis including non-parametric tests, ANOVA, mixed models,…",data,,"Posted
Posted 5 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd35t4lk7au800&jk=ab50cfa59689a924&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DkAPNhxfyBwZ0bmZ0Y2yqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 4 available locations,,,,,,,,,,,,,
